feature,feature_label,mean_spearman,median_spearman,mean_top10_hits,mean_n_topics
baseline_growth_3y,CLR growth baseline,0.7873591886749367,0.8120273625686794,7.0,68.33333333333333
raw_momentum_3y,Standardized 3-year momentum,0.7448115640433727,0.7722108668860768,6.055555555555555,68.33333333333333
spectral_midband_momentum,Midband spectral momentum,0.7201273095872374,0.7481991187524446,5.833333333333333,68.33333333333333
spectral_emergence_score,Fixed spectral composite,0.6003539170846798,0.6110966597385588,4.666666666666667,68.33333333333333
spectral_local_momentum,Local spectral momentum,0.5187326224743938,0.5315501764744734,4.388888888888889,68.33333333333333
raw_acceleration_1y,1-year acceleration,0.055690133533113376,0.06331272893772893,1.7777777777777777,68.33333333333333
cutoff_log_count,Topic size at cutoff,-0.3316477146196385,-0.37565546445867476,0.16666666666666666,68.33333333333333
