cutoff_year,eval_end_year,top_k,weight_set,candidate,spearman,n_topics
2020,2023,7,midband_only,k7_midband_only,0.7194310099573257,75
2020,2023,10,fixed_50_30_20,k10_fixed_50_30_20,0.5369559032716927,75
2020,2023,10,spectral_equal,k10_spectral_equal,0.6089615931721195,75
2020,2023,10,equal_with_accel,k10_equal_with_accel,0.5070839260312944,75
2020,2023,10,local_only,k10_local_only,0.4469701280227596,75
2020,2023,10,midband_only,k10_midband_only,0.7143385490753912,75
2020,2023,15,fixed_50_30_20,k15_fixed_50_30_20,0.534651493598862,75
2020,2023,15,spectral_equal,k15_spectral_equal,0.6007112375533428,75
2020,2023,15,equal_with_accel,k15_equal_with_accel,0.5069416785206259,75
2020,2023,15,local_only,k15_local_only,0.4863442389758179,75
2020,2023,15,midband_only,k15_midband_only,0.7068847795163584,75
2021,2024,3,fixed_50_30_20,k3_fixed_50_30_20,0.46849932123904736,73
2021,2024,3,spectral_equal,k3_spectral_equal,0.5606256941873381,73
2021,2024,3,equal_with_accel,k3_equal_with_accel,0.49200913242009137,73
2021,2024,3,local_only,k3_local_only,0.3419721090953968,73
2021,2024,3,midband_only,k3_midband_only,0.6542021473528324,73
2021,2024,5,fixed_50_30_20,k5_fixed_50_30_20,0.4846970257929163,73
2021,2024,5,spectral_equal,k5_spectral_equal,0.5640503517215847,73
2021,2024,5,equal_with_accel,k5_equal_with_accel,0.4984573614710602,73
2021,2024,5,local_only,k5_local_only,0.3131556213747995,73
2021,2024,5,midband_only,k5_midband_only,0.6396396396396397,73
2021,2024,7,fixed_50_30_20,k7_fixed_50_30_20,0.5012032580525733,73
2021,2024,7,spectral_equal,k7_spectral_equal,0.5533752931013206,73
2021,2024,7,equal_with_accel,k7_equal_with_accel,0.5154880908305567,73
2021,2024,7,local_only,k7_local_only,0.34934592126372954,73
2021,2024,7,midband_only,k7_midband_only,0.638066148340121,73
2021,2024,10,fixed_50_30_20,k10_fixed_50_30_20,0.5123411082315193,73
2021,2024,10,spectral_equal,k10_spectral_equal,0.5570776255707763,73
2021,2024,10,equal_with_accel,k10_equal_with_accel,0.5241268665926201,73
2021,2024,10,local_only,k10_local_only,0.3797050475132667,73
2021,2024,10,midband_only,k10_midband_only,0.6349500185116624,73
2021,2024,15,fixed_50_30_20,k15_fixed_50_30_20,0.5497038134024437,73
2021,2024,15,spectral_equal,k15_spectral_equal,0.5836110082685427,73
2021,2024,15,equal_with_accel,k15_equal_with_accel,0.5502283105022832,73
2021,2024,15,local_only,k15_local_only,0.45921263729482914,73
2021,2024,15,midband_only,k15_midband_only,0.6286252005430089,73
2022,2025,3,fixed_50_30_20,k3_fixed_50_30_20,0.46929285449833386,74
2022,2025,3,spectral_equal,k3_spectral_equal,0.46875971862273225,74
2022,2025,3,equal_with_accel,k3_equal_with_accel,0.5050425768233986,74
2022,2025,3,local_only,k3_local_only,0.3231543872639763,74
2022,2025,3,midband_only,k3_midband_only,0.501577193631988,74
2022,2025,5,fixed_50_30_20,k5_fixed_50_30_20,0.5249166975194371,74
2022,2025,5,spectral_equal,k5_spectral_equal,0.4732617549055904,74
2022,2025,5,equal_with_accel,k5_equal_with_accel,0.5473380229544612,74
2022,2025,5,local_only,k5_local_only,0.38523509811181034,74
2022,2025,5,midband_only,k5_midband_only,0.5110551647537948,74
2022,2025,7,fixed_50_30_20,k7_fixed_50_30_20,0.5173343206219918,74
2022,2025,7,spectral_equal,k7_spectral_equal,0.4707145501666049,74
2022,2025,7,equal_with_accel,k7_equal_with_accel,0.5411477230655312,74
2022,2025,7,local_only,k7_local_only,0.38174009626064415,74
2022,2025,7,midband_only,k7_midband_only,0.5135727508330248,74
2022,2025,10,fixed_50_30_20,k10_fixed_50_30_20,0.5354017030729359,74
2022,2025,10,spectral_equal,k10_spectral_equal,0.49218807848944823,74
2022,2025,10,equal_with_accel,k10_equal_with_accel,0.58258422806368,74
2022,2025,10,local_only,k10_local_only,0.43173639392817464,74
2022,2025,10,midband_only,k10_midband_only,0.519822288041466,74
2022,2025,15,fixed_50_30_20,k15_fixed_50_30_20,0.5446427249166974,74
2022,2025,15,spectral_equal,k15_spectral_equal,0.49746019992595325,74
2022,2025,15,equal_with_accel,k15_equal_with_accel,0.5726915957052942,74
2022,2025,15,local_only,k15_local_only,0.4250425768233987,74
2022,2025,15,midband_only,k15_midband_only,0.5225768233987411,74
