null_spearman,observed_spearman,upper_tail_p
0.5626212513883746,0.5173343206219918,0.987012987012987
0.5528470936690114,0.5173343206219918,0.987012987012987
0.5484042947056644,0.5173343206219918,0.987012987012987
0.5597186227323212,0.5173343206219918,0.987012987012987
0.5801851166234727,0.5173343206219918,0.987012987012987
0.5904331728989263,0.5173343206219918,0.987012987012987
0.5515142539800073,0.5173343206219918,0.987012987012987
0.5654054054054053,0.5173343206219918,0.987012987012987
0.59748241392077,0.5173343206219918,0.987012987012987
0.5750018511662346,0.5173343206219918,0.987012987012987
0.5939281747500924,0.5173343206219918,0.987012987012987
0.5774305812661976,0.5173343206219918,0.987012987012987
0.5346908552388003,0.5173343206219918,0.987012987012987
0.553380229544613,0.5173343206219918,0.987012987012987
0.5738763420955201,0.5173343206219918,0.987012987012987
0.5798593113661605,0.5173343206219918,0.987012987012987
0.5977489818585707,0.5173343206219918,0.987012987012987
0.5431617919289151,0.5173343206219918,0.987012987012987
0.5869974083672712,0.5173343206219918,0.987012987012987
0.5747945205479451,0.5173343206219918,0.987012987012987
0.5692262125138836,0.5173343206219918,0.987012987012987
0.5661754905590521,0.5173343206219918,0.987012987012987
0.5780821917808219,0.5173343206219918,0.987012987012987
0.5750018511662346,0.5173343206219918,0.987012987012987
0.5431321732691595,0.5173343206219918,0.987012987012987
0.5761569788967048,0.5173343206219918,0.987012987012987
0.5432802665679377,0.5173343206219918,0.987012987012987
0.5696112550907071,0.5173343206219918,0.987012987012987
0.6032580525731209,0.5173343206219918,0.987012987012987
0.5922991484635319,0.5173343206219918,0.987012987012987
0.5700555349870418,0.5173343206219918,0.987012987012987
0.5496778970751572,0.5173343206219918,0.987012987012987
0.588034061458719,0.5173343206219918,0.987012987012987
0.6068122917437985,0.5173343206219918,0.987012987012987
0.5765716401332839,0.5173343206219918,0.987012987012987
0.5894261384672342,0.5173343206219918,0.987012987012987
0.5629766753054423,0.5173343206219918,0.987012987012987
0.5818733802295446,0.5173343206219918,0.987012987012987
0.5737282487967418,0.5173343206219918,0.987012987012987
0.5770455386893742,0.5173343206219918,0.987012987012987
0.5983117363939281,0.5173343206219918,0.987012987012987
0.5854868567197332,0.5173343206219918,0.987012987012987
0.5765124028137726,0.5173343206219918,0.987012987012987
0.5622658274713068,0.5173343206219918,0.987012987012987
0.5680710847834134,0.5173343206219918,0.987012987012987
0.5685449833395038,0.5173343206219918,0.987012987012987
0.530188818955942,0.5173343206219918,0.987012987012987
0.5319363198815252,0.5173343206219918,0.987012987012987
0.5973343206219918,0.5173343206219918,0.987012987012987
0.5775786745649758,0.5173343206219918,0.987012987012987
0.5388670862643464,0.5173343206219918,0.987012987012987
0.586612365790448,0.5173343206219918,0.987012987012987
0.5518400592373194,0.5173343206219918,0.987012987012987
0.568870788596816,0.5173343206219918,0.987012987012987
0.5788818955942242,0.5173343206219918,0.987012987012987
0.5423620881155127,0.5173343206219918,0.987012987012987
0.5937800814513142,0.5173343206219918,0.987012987012987
0.5894557571269898,0.5173343206219918,0.987012987012987
0.5639540910773786,0.5173343206219918,0.987012987012987
0.5550684931506848,0.5173343206219918,0.987012987012987
0.5779637171417993,0.5173343206219918,0.987012987012987
0.5852795261014437,0.5173343206219918,0.987012987012987
0.5863161791928915,0.5173343206219918,0.987012987012987
0.585012958163643,0.5173343206219918,0.987012987012987
0.5539133654202146,0.5173343206219918,0.987012987012987
0.548611625323954,0.5173343206219918,0.987012987012987
0.5653165494261383,0.5173343206219918,0.987012987012987
0.5534098482043687,0.5173343206219918,0.987012987012987
0.6044131803035911,0.5173343206219918,0.987012987012987
0.5915586819696408,0.5173343206219918,0.987012987012987
0.5847167715660865,0.5173343206219918,0.987012987012987
0.5811032950758976,0.5173343206219918,0.987012987012987
0.5807182524990743,0.5173343206219918,0.987012987012987
0.5605183265457236,0.5173343206219918,0.987012987012987
0.5617030729359495,0.5173343206219918,0.987012987012987
0.548611625323954,0.5173343206219918,0.987012987012987
0.5914105886708626,0.5173343206219918,0.987012987012987
0.5766604961125508,0.5173343206219918,0.987012987012987
0.572958163643095,0.5173343206219918,0.987012987012987
0.535223991114402,0.5173343206219918,0.987012987012987
0.605686782673084,0.5173343206219918,0.987012987012987
0.595468345057386,0.5173343206219918,0.987012987012987
0.5840947797112179,0.5173343206219918,0.987012987012987
0.5389559422436133,0.5173343206219918,0.987012987012987
0.5615253609774156,0.5173343206219918,0.987012987012987
0.5704701962236207,0.5173343206219918,0.987012987012987
0.5082117734172528,0.5173343206219918,0.987012987012987
0.5737874861162531,0.5173343206219918,0.987012987012987
0.608944835246205,0.5173343206219918,0.987012987012987
0.5222806368011846,0.5173343206219918,0.987012987012987
0.5447019622362087,0.5173343206219918,0.987012987012987
0.5638059977786004,0.5173343206219918,0.987012987012987
0.532795261014439,0.5173343206219918,0.987012987012987
0.5623546834505738,0.5173343206219918,0.987012987012987
0.6077304701962235,0.5173343206219918,0.987012987012987
0.5883894853757866,0.5173343206219918,0.987012987012987
0.5843021103295074,0.5173343206219918,0.987012987012987
0.5490559052202887,0.5173343206219918,0.987012987012987
0.5825249907441687,0.5173343206219918,0.987012987012987
0.6031395779340982,0.5173343206219918,0.987012987012987
0.5806590151795631,0.5173343206219918,0.987012987012987
0.5532913735653461,0.5173343206219918,0.987012987012987
0.5405257312106626,0.5173343206219918,0.987012987012987
0.594727878563495,0.5173343206219918,0.987012987012987
0.5957645316549425,0.5173343206219918,0.987012987012987
0.5842132543502406,0.5173343206219918,0.987012987012987
0.5500925583117363,0.5173343206219918,0.987012987012987
0.5787338022954461,0.5173343206219918,0.987012987012987
0.6042947056645686,0.5173343206219918,0.987012987012987
0.5747352832284337,0.5173343206219918,0.987012987012987
0.6292039985190668,0.5173343206219918,0.987012987012987
0.5583857830433172,0.5173343206219918,0.987012987012987
0.5560755275823768,0.5173343206219918,0.987012987012987
0.5897519437245463,0.5173343206219918,0.987012987012987
0.6015994076268047,0.5173343206219918,0.987012987012987
0.5599851906701221,0.5173343206219918,0.987012987012987
0.5755942243613476,0.5173343206219918,0.987012987012987
0.545590522028878,0.5173343206219918,0.987012987012987
0.6079970381340244,0.5173343206219918,0.987012987012987
0.5760681229174378,0.5173343206219918,0.987012987012987
0.5631543872639762,0.5173343206219918,0.987012987012987
0.527937800814513,0.5173343206219918,0.987012987012987
0.5704109589041094,0.5173343206219918,0.987012987012987
0.5556312476860421,0.5173343206219918,0.987012987012987
0.5695520177711958,0.5173343206219918,0.987012987012987
0.5649611255090706,0.5173343206219918,0.987012987012987
0.5699074416882636,0.5173343206219918,0.987012987012987
0.5843021103295074,0.5173343206219918,0.987012987012987
0.5685746019992595,0.5173343206219918,0.987012987012987
0.5742910033320991,0.5173343206219918,0.987012987012987
0.537563865235098,0.5173343206219918,0.987012987012987
0.548611625323954,0.5173343206219918,0.987012987012987
0.5829692706405034,0.5173343206219918,0.987012987012987
0.5980747871158829,0.5173343206219918,0.987012987012987
0.5795335061088485,0.5173343206219918,0.987012987012987
0.5375342465753424,0.5173343206219918,0.987012987012987
0.5534394668641243,0.5173343206219918,0.987012987012987
0.6045908922621249,0.5173343206219918,0.987012987012987
0.5806293965198073,0.5173343206219918,0.987012987012987
0.5468641243983708,0.5173343206219918,0.987012987012987
0.5827027027027026,0.5173343206219918,0.987012987012987
0.5889818585708996,0.5173343206219918,0.987012987012987
0.5655534987041835,0.5173343206219918,0.987012987012987
0.512536097741577,0.5173343206219918,0.987012987012987
0.5439911144020732,0.5173343206219918,0.987012987012987
0.585842280636801,0.5173343206219918,0.987012987012987
0.5929507589781561,0.5173343206219918,0.987012987012987
0.5538541281007033,0.5173343206219918,0.987012987012987
0.5848056275453535,0.5173343206219918,0.987012987012987
0.5501221769714919,0.5173343206219918,0.987012987012987
0.5200296186597555,0.5173343206219918,0.987012987012987
0.5670936690114772,0.5173343206219918,0.987012987012987
0.5639837097371343,0.5173343206219918,0.987012987012987
0.5571714179933357,0.5173343206219918,0.987012987012987
0.534542761940022,0.5173343206219918,0.987012987012987
0.5695520177711958,0.5173343206219918,0.987012987012987
0.6349796371714178,0.5173343206219918,0.987012987012987
0.5931580895964457,0.5173343206219918,0.987012987012987
0.5661458718992964,0.5173343206219918,0.987012987012987
0.5167715660866345,0.5173343206219918,0.987012987012987
0.6039392817475008,0.5173343206219918,0.987012987012987
0.5619400222139946,0.5173343206219918,0.987012987012987
0.5330914476119955,0.5173343206219918,0.987012987012987
0.5940466493891151,0.5173343206219918,0.987012987012987
0.5937504627915586,0.5173343206219918,0.987012987012987
0.5950240651610514,0.5173343206219918,0.987012987012987
0.594550166604961,0.5173343206219918,0.987012987012987
0.5638059977786004,0.5173343206219918,0.987012987012987
0.5592151055164752,0.5173343206219918,0.987012987012987
0.5632136245834874,0.5173343206219918,0.987012987012987
0.5382450944094779,0.5173343206219918,0.987012987012987
0.5480192521288411,0.5173343206219918,0.987012987012987
0.5529063309885227,0.5173343206219918,0.987012987012987
0.5575268419104035,0.5173343206219918,0.987012987012987
0.625768233987412,0.5173343206219918,0.987012987012987
0.5831766012587929,0.5173343206219918,0.987012987012987
0.5547130692336171,0.5173343206219918,0.987012987012987
0.5572898926323583,0.5173343206219918,0.987012987012987
0.5558978156238429,0.5173343206219918,0.987012987012987
0.5635986671603109,0.5173343206219918,0.987012987012987
0.5878267308404292,0.5173343206219918,0.987012987012987
0.5567567567567566,0.5173343206219918,0.987012987012987
0.5298926323583857,0.5173343206219918,0.987012987012987
0.5440503517215846,0.5173343206219918,0.987012987012987
0.564842650870048,0.5173343206219918,0.987012987012987
0.6008885597926693,0.5173343206219918,0.987012987012987
0.5450277674935208,0.5173343206219918,0.987012987012987
0.5934542761940022,0.5173343206219918,0.987012987012987
0.569788967049241,0.5173343206219918,0.987012987012987
0.5615845982969269,0.5173343206219918,0.987012987012987
0.5966234727878562,0.5173343206219918,0.987012987012987
0.5385412810070342,0.5173343206219918,0.987012987012987
0.5690188818955941,0.5173343206219918,0.987012987012987
0.571210662717512,0.5173343206219918,0.987012987012987
0.6163198815253609,0.5173343206219918,0.987012987012987
0.5274046649389114,0.5173343206219918,0.987012987012987
0.5550684931506848,0.5173343206219918,0.987012987012987
0.5837985931136614,0.5173343206219918,0.987012987012987
0.5863457978526471,0.5173343206219918,0.987012987012987
0.5957645316549425,0.5173343206219918,0.987012987012987
0.5929211403184005,0.5173343206219918,0.987012987012987
0.5543872639763049,0.5173343206219918,0.987012987012987
0.5572010366530913,0.5173343206219918,0.987012987012987
0.5708256201406884,0.5173343206219918,0.987012987012987
0.5651684561273601,0.5173343206219918,0.987012987012987
0.5244427989633468,0.5173343206219918,0.987012987012987
0.5495890410958902,0.5173343206219918,0.987012987012987
0.5531728989263235,0.5173343206219918,0.987012987012987
0.5958237689744538,0.5173343206219918,0.987012987012987
0.5755053683820807,0.5173343206219918,0.987012987012987
0.5651092188078489,0.5173343206219918,0.987012987012987
0.6,0.5173343206219918,0.987012987012987
0.5837985931136614,0.5173343206219918,0.987012987012987
0.5795335061088485,0.5173343206219918,0.987012987012987
0.5558385783043316,0.5173343206219918,0.987012987012987
0.5667382450944094,0.5173343206219918,0.987012987012987
0.5884783413550536,0.5173343206219918,0.987012987012987
0.5578822658274712,0.5173343206219918,0.987012987012987
0.6137430581266197,0.5173343206219918,0.987012987012987
0.575475749722325,0.5173343206219918,0.987012987012987
0.5962384302110327,0.5173343206219918,0.987012987012987
0.5533209922251018,0.5173343206219918,0.987012987012987
